1379352986723	3628	facebook.com
1379353002556	5331	youtube.com
1379353018319	5259	yahoo.com
1379353037699	8877	baidu.com
1379353055624	7422	wikipedia.org
1379353073859	7732	live.com
1379353089929	5566	qq.com
1379353102974	2541	twitter.com
1379353117191	3714	blogspot.com
1379353134337	6643	amazon.com
1379353148506	3665	linkedin.com
1379353164200	5191	google.co.in
1379353186289	11586	taobao.com
1379353218172	21380	yahoo.co.jp
1379353232504	3829	sina.com.cn
1379353246790	3783	msn.com
1379353262290	4997	wordpress.com
1379353276259	3465	google.com.hk
1379353291095	4333	google.de
1379353307111	5513	ebay.com
1379353320722	3108	google.co.jp
1379353334579	3353	google.co.uk
1379353558046	212964	yandex.ru
1379353578352	9803	weibo.com
1379353595905	7050	google.fr
1379353619114	12707	163.com
1379353631377	1760	t.co
1379353642635	755	googleusercontent.com
1379353655394	2256	bing.com
1379353672911	7014	microsoft.com
1379353689890	6476	google.com.br
1379353708940	8547	mail.ru
1379353729606	10163	paypal.com
1379353756214	16104	apple.com
1379353774937	8221	soso.com
1379353793501	8061	tumblr.com
1379353808846	4841	google.it
1379353826545	7197	google.es
1379353937499	100451	pinterest.com
1379353955278	7276	google.ru
1379353972758	6978	vk.com
1379353985802	2541	blogger.com
1379354004872	8566	imdb.com
1379354020202	4827	babylon.com
1379354035694	4989	craigslist.org
1379354054288	8091	sohu.com
1379354073892	9101	go.com
1379354091334	6940	flickr.com
1379354106216	4379	fc2.com
1379354122960	6240	bbc.co.uk
1379354142536	9074	tudou.com
1379354172431	19393	ifeng.com
1379354198004	15071	xvideos.com
1379354213208	4700	google.com.mx
1379354246389	22678	ask.com
1379354271711	14819	youku.com
1379354285579	3364	google.ca
1379354298011	1929	xhamster.com
1379354343766	35252	tmall.com
1379354363790	9521	zedo.com
1379354390996	16703	mediafire.com
1379354416976	15478	espn.go.com
1379354435428	7948	cnn.com
1379354451445	5514	odnoklassniki.ru
1379354472636	10688	aol.com
1379354494109	10970	livejasmin.com
1379354511040	6427	google.co.id
1379354556222	34679	adobe.com
1379354588113	21388	imgur.com
1379354605081	6464	alibaba.com
1379354623580	7996	conduit.com
1379354637980	3897	thepiratebay.se
1379354654864	6380	ebay.de
1379354672569	7202	google.com.tr
1379354696107	13036	about.com
1379354715546	8937	pornhub.com
1379354741041	14993	hao123.com
1379354773337	21793	rakuten.co.jp
1379354791478	7638	chinaz.com
1379354806519	4538	wordpress.org
1379354821013	3991	google.com.au
1379354833851	2336	blogspot.in
1379354850363	6009	ameblo.jp
1379354877153	16287	alipay.com
1379354893803	6147	godaddy.com
1379354914942	10637	avg.com
1379354931879	6435	4shared.com
1379354951435	9053	ebay.co.uk
1379354965897	3959	google.pl
1379354999868	23467	360buy.com
1379355022669	12298	amazon.de
1379355045131	11960	uol.com.br
1379355064584	8950	renren.com
1379355078106	3020	stackoverflow.com
1379355102699	14090	huffingtonpost.com
1379355127941	14739	dailymotion.com
1379355144817	6373	amazon.co.jp
1379355156045	725	bp.blogspot.com
1379355173931	7383	cnet.com
1379355722197	16051	pistonheads.com
1379355733736	1037	6dad.com
1379355755205	10966	dpd.de
1379355772648	6941	abakus-internet-marketing.de
1379355818805	35654	rtl2.de
1379355834393	5084	coderanch.com
1379355860226	15330	getsatisfaction.com
1379355877244	6515	b1.org
1379355913303	25556	census.gov
1379355935221	11415	android.com
1379355964324	18601	rense.com
1379355980948	6121	easymobilerecharge.com
1379356015613	24162	iyaya.com
1379356050450	24334	vectorstock.com
1379356076039	15087	sonhosbr.com.br
1379356089210	2668	hostnoc.net
1379356105009	5297	novamov.com
1379356120655	5142	ups.com
1379356169715	38554	zaluu.com
1379356190101	9884	creative.com
1379356201615	1011	nii.ac.jp
1379356223733	11615	narenji.ir
1379356259479	25243	tapuz.co.il
1379356287869	17887	opencart.com
1379356329919	31547	thedailybeast.com
1379356356413	15991	vmall.com
1379356405578	38662	sextube.fm
1379356466193	50112	championat.com
1379356479255	2559	trulia.com
1379356504666	14907	tiu.ru
1379356536566	21396	pchome.net
1379356565871	18802	blog.me
1379356597593	21219	bestblackhatforum.com
1379356674524	66428	kodak.com
1379356704932	19905	shard.jp
1379357098744	383309	xe.gr
1379358489993	8834	stagram.com
1379358505523	5026	jigzone.com
1379358522060	6035	gotowebinar.com
1379358539744	7181	exblog.jp
1379358553647	3401	eimimo.com
1379358567034	2883	qqt38.com
1379358585729	8192	depositphotos.com
1379358606374	10141	eldia.com.ar
1379358626021	9144	aufeminin.com
1379358643391	6867	bsaving.com
1379358655400	1506	googlecode.com
1379358667203	1300	startxcash.com
1379358693587	15881	esporte.uol.com.br
1379358713673	9583	liveperson.com
1379358725603	1427	pgmediaserve.com
1379358743741	7635	livingrichwithcoupons.com
1379358757620	3376	ibtesama.com
1379358776303	8180	jugem.jp
1379358791889	5083	mcssl.com
1379358812612	10220	republika.pl
1379358830475	7360	chope-une-cougar.com
1379358843496	2518	searchnu.com
1379358858487	4488	avs4you.com
1379358871749	2759	serials.ws
1379358887271	5018	pitchfork.com
1379359077989	180214	atpanel.com
1379359093602	5110	mittromney.com
1379359116349	12245	onliner.by
1379359129987	3135	internet.com
1379359145875	5385	trafficplanet.com
1379359158543	2165	bytesforall.com
1379359171485	2439	chinaz.com
1379359193571	11583	kotak.com
1379359209029	4955	scottrade.com
1379359223190	3657	policymic.com
1379359236572	2879	google.co.th
1379359262192	15117	retrogamer.com
1379359327914	55220	pornbanana.com
1379359378512	40095	allhyipmonitors.com
1379359397415	8401	coupondunia.in
1379359414061	6143	thetrainline.com
1379359434224	9661	gandul.info
1379359451590	6863	otto.de
1379359465649	3555	olx.in
1379359484927	8774	fio.cz
1379359501363	5934	21cineplex.com
1379359542888	31021	pornoload.com
1379359572481	19091	anime-sharing.com
1379359585924	2940	jquery.com
1379359603869	7443	m1905.com
1379359617450	3078	travelzoo.com
1379359645177	17224	qjy168.com
1379359661355	5675	maktoob.com
1379359681652	9795	garanti.com.tr
1379359697498	5343	suruga-ya.jp
1379359728328	20326	marketwatch.com
1379359800638	61808	jeu.info
1379359818078	6938	mercola.com
1379359832820	4239	ientry.com
1379359849514	6191	seloger.com
1379359868699	8682	alpari.ru
1379359880422	1220	eqla3.com
1379359898666	7740	topito.com
1379359914566	5398	freshxxxtube.com
1379359935749	10679	jogos.uol.com.br
1379359947387	1135	photography-on-the.net
1379359966138	8247	i-part.com.tw
1379359979630	2989	templatemo.com
1379360006525	16392	uuzu.com
1379360023239	6211	local.ch
1379360037551	3810	socialsex.biz
1379360054559	6505	bcash.com.br
1379360068083	3021	speedanalysis.net
1379360083152	4565	vistaprint.com
1379360098268	4613	eloqua.com
1379360116487	7716	siasat.pk
1379360127671	682	sponichi.co.jp
1379360138929	755	fujitv.co.jp
1379360153084	3652	lookbook.nu
1379360173171	9584	buffalo.jp
1379360188845	5171	platnosci.pl
1379360204074	4727	lockerz.com
1379360219019	4442	bloglines.com
1379360235276	5753	nzz.ch
1379360248622	2843	inagist.com
1379360261376	2252	4chan.org
1379360276982	5103	sbobet.com
