0.1	2290
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1	0
1.1	0
1.2	0
1.3	0
1.4	0
1.5	0
1.6	0
1.7	0
1.8	0
1.9	0
2	0
2.1	0
2.2	0
2.3	0
2.4	0
2.5	0
2.6	520
2.7	0
2.8	0
2.9	0
3	520
3.1	0
3.2	0
3.3	0
3.4	0
3.5	0
3.6	0
3.7	0
3.8	0
3.9	0
4	0
4.1	22850
4.2	3610
4.3	34250
4.4	64010
4.5	0
4.6	150780
4.7	1.59846e+06
4.8	105360
4.9	161560
5	714230
5.1	647220
5.2	559800
5.3	1.46207e+06
5.4	293640
5.5	341940
5.6	568840
5.7	358120
5.8	557350
5.9	498430
6	674940
6.1	583510
6.2	850840
6.3	629720
6.4	747360
6.5	508070
6.6	731680
6.7	972720
6.8	1.72832e+06
6.9	1.61252e+06
7	2.9242e+06
7.1	3.03432e+06
7.2	1.40904e+06
7.3	2.70472e+06
7.4	1.38328e+06
7.5	1.37535e+06
7.6	977900
7.7	14000
7.8	57680
7.9	415880
8	580240
8.1	721280
8.2	516240
8.3	977440
8.4	783640
8.5	922480
8.6	327720
8.7	0
8.8	0
8.9	0
9	120920
9.1	292840
9.2	157640
9.3	312680
9.4	184720
9.5	574680
9.6	472400
9.7	216240
9.8	510760
9.9	579200
10	255120
10.1	567280
10.2	739160
10.3	886600
10.4	979000
10.5	1.33056e+06
10.6	1.13664e+06
10.7	867520
10.8	1.55612e+06
10.9	1.522e+06
11	1.1076e+06
11.1	1.2502e+06
11.2	1.35884e+06
11.3	1.10332e+06
11.4	729720
11.5	891360
11.6	1.27236e+06
11.7	910920
11.8	1.44192e+06
11.9	1.67164e+06
12	1.03204e+06
12.1	1.19756e+06
12.2	1.13896e+06
12.3	894800
12.4	401480
12.5	157640
12.6	510760
12.7	283640
12.8	383720
12.9	397720
13	439720
13.1	594240
13.2	932480
13.3	780920
13.4	299720
13.5	785840
13.6	965000
13.7	823440
13.8	1.00284e+06
13.9	327200
14	1.1898e+06
14.1	1.077e+06
14.2	706760
14.3	1.19328e+06
14.4	1.0678e+06
14.5	1.34884e+06
14.6	941800
14.7	1.3246e+06
14.8	675920
14.9	1.6102e+06
15	1.33512e+06
15.1	1.8408e+06
15.2	1.65892e+06
15.3	1.82136e+06
15.4	1.36568e+06
15.5	1.62796e+06
15.6	1.18588e+06
15.7	670080
