0.1	14000
0.2	0
0.3	0
0.4	0
0.5	0
0.6	0
0.7	0
0.8	0
0.9	0
1	0
1.1	0
1.2	0
1.3	43160
1.4	1200
1.5	0
1.6	0
1.7	0
1.8	0
1.9	0
2	0
2.1	0
2.2	0
2.3	0
2.4	0
2.5	0
2.6	0
2.7	0
2.8	0
2.9	0
3	0
3.1	0
3.2	0
3.3	0
3.4	0
3.5	0
3.6	0
3.7	0
3.8	2370
3.9	21810
4	1040
4.1	3610
4.2	12590
4.3	21660
4.4	57440
4.5	1560
4.6	5740
4.7	187430
4.8	260840
4.9	303880
5	205110
5.1	504650
5.2	296690
5.3	500370
5.4	305100
5.5	333010
5.6	362970
5.7	475680
5.8	484840
5.9	241640
6	423640
6.1	551200
6.2	439200
6.3	483280
6.4	348480
6.5	263070
6.6	415880
6.7	206480
6.8	292840
6.9	274840
7	208080
7.1	304670
7.2	417440
7.3	285730
7.4	547150
7.5	764610
7.6	956200
7.7	1.26836e+06
7.8	873240
7.9	1.22688e+06
8	813600
8.1	911080
8.2	1.12784e+06
8.3	1.19576e+06
8.4	925600
8.5	1.1548e+06
8.6	688480
8.7	1.05992e+06
8.8	1.1382e+06
8.9	756040
9	828640
9.1	857160
9.2	1.1942e+06
9.3	589080
9.4	1.30412e+06
9.5	1.2222e+06
9.6	659080
9.7	1.13924e+06
9.8	1.1268e+06
9.9	797000
10	771610
10.1	1.35276e+06
10.2	924560
10.3	925600
10.4	598620
10.5	823960
10.6	0
10.7	0
10.8	494680
10.9	807360
11	980560
11.1	840040
11.2	1.06664e+06
11.3	868040
11.4	907960
11.5	905880
11.6	967080
11.7	666840
11.8	1.04848e+06
11.9	954120
12	1.13508e+06
12.1	840040
12.2	1.05004e+06
12.3	1.16412e+06
12.4	1.15324e+06
12.5	836920
12.6	1.05368e+06
12.7	953080
12.8	854560
12.9	977960
13	1.02256e+06
13.1	668920
13.2	821880
13.3	1.02308e+06
13.4	912240
13.5	1.11744e+06
13.6	1.06352e+06
13.7	1.10864e+06
13.8	1.05004e+06
13.9	1.2362e+06
14	1.16788e+06
14.1	1.26368e+06
14.2	1.14752e+06
14.3	1.03396e+06
14.4	1.09256e+06
14.5	1.00804e+06
14.6	1.15064e+06
14.7	795960
14.8	1.15064e+06
14.9	954640
15	1.23672e+06
15.1	766400
15.2	952040
15.3	939080
15.4	650510
15.5	1.48888e+06
15.6	821880
15.7	838220
15.8	0
15.9	0
16	937910
16.1	581800
16.2	880600
16.3	1.02984e+06
16.4	1.017e+06
16.5	897820
16.6	1.04952e+06
16.7	783000
16.8	953080
16.9	809960
17	682920
17.1	1.11072e+06
17.2	1.07908e+06
17.3	1.16776e+06
17.4	923000
17.5	934950
17.6	1.2922e+06
17.7	1.16724e+06
17.8	1.07908e+06
17.9	1.09256e+06
18	894480
18.1	1.15012e+06
18.2	1.05056e+06
18.3	1.00908e+06
18.4	1.17656e+06
18.5	1.12212e+06
18.6	1.15064e+06
18.7	1.15012e+06
18.8	727640
18.9	1.39368e+06
19	469680
19.1	193480
19.2	59120
19.3	15040
19.4	520
19.5	0
19.6	0
19.7	0
19.8	0
19.9	5590
20	0
20.1	0
20.2	0
20.3	0
20.4	0
20.5	0
20.6	0
20.7	0
20.8	0
20.9	0
21	0
21.1	0
21.2	0
21.3	0
21.4	0
21.5	14000
21.6	400
21.7	0
21.8	0
21.9	0
22	0
22.1	0
22.2	0
22.3	0
22.4	0
22.5	0
22.6	0
22.7	0
22.8	0
22.9	0
23	0
23.1	0
23.2	0
23.3	520
23.4	0
23.5	1560
23.6	0
23.7	0
23.8	0
23.9	0
24	0
24.1	0
24.2	0
24.3	530
24.4	1570
24.5	0
24.6	0
24.7	0
24.8	5590
24.9	0
25	0
25.1	0
25.2	0
25.3	0
25.4	0
25.5	0
25.6	0
25.7	0
25.8	0
25.9	0
26	0
26.1	0
26.2	520
26.3	0
26.4	0
26.5	0
26.6	0
26.7	0
26.8	0
26.9	1040
27	0
27.1	0
27.2	0
27.3	0
27.4	0
27.5	0
27.6	0
27.7	0
27.8	0
27.9	0
28	0
28.1	0
28.2	0
28.3	0
28.4	0
28.5	0
28.6	0
28.7	0
28.8	0
28.9	0
29	0
29.1	0
29.2	28520
29.3	0
29.4	530
29.5	31120
29.6	172280
29.7	315800
29.8	257200
29.9	327200
30	299200
30.1	313720
30.2	525280
30.3	484840
30.4	398760
30.5	483800
30.6	469280
30.7	725960
30.8	683960
30.9	655440
31	596840
31.1	669960
31.2	765880
31.3	511800
31.4	783520
31.5	869600
31.6	606160
31.7	660080
31.8	246440
31.9	42160
32	1040
32.1	0
32.2	0
32.3	0
32.4	0
32.5	0
32.6	0
32.7	0
32.8	0
32.9	0
33	0
33.1	0
33.2	0
33.3	0
33.4	0
33.5	0
33.6	0
33.7	0
33.8	0
33.9	0
34	0
34.1	0
34.2	0
34.3	0
34.4	0
34.5	5590
34.6	0
34.7	0
34.8	0
34.9	0
35	0
35.1	0
35.2	0
35.3	0
35.4	0
35.5	0
35.6	0
35.7	0
35.8	0
35.9	0
36	0
36.1	0
36.2	0
36.3	0
36.4	0
36.5	0
36.6	0
36.7	0
36.8	530
36.9	0
37	1050
37.1	520
37.2	0
37.3	0
37.4	0
37.5	0
37.6	0
37.7	1200
37.8	0
37.9	0
38	0
38.1	0
38.2	0
38.3	0
38.4	0
38.5	0
38.6	0
38.7	0
38.8	0
38.9	0
39	1800
39.1	0
39.2	520
39.3	0
39.4	0
39.5	0
39.6	0
39.7	20090
39.8	0
39.9	0
40	0
40.1	0
40.2	1280
